time_period,key1,value,lower_value,upper_value,anomaly,train_dataset_flag,feedback_flag
2023-01-08,Canon,56.69,-1256.9038808617613,722.7440118951642,0,True,True
2023-01-09,Fujitsu,981.03,134.66688668178006,1937.93534578241,0,True,True
2023-01-09,Epson,1389.77,224.5586255818862,2052.781377409294,0,True,True
2023-01-09,Brother,2164.08,435.5738449042499,2256.400502719609,0,True,True
2023-01-09,Canon,271.43,-478.452872569116,1501.1950201878094,0,True,True
2023-01-09,HP,232.21,24.62315642328565,1698.7029359659225,0,True,True
2023-01-10,HP,228.62,265.1194784063118,1939.1992579489483,1,True,True
2023-01-10,Canon,278.95,106.1047204826749,2085.7526132396006,0,True,True
2023-01-10,Fujitsu,1606.92,120.44342038452794,1923.711879485158,0,True,True
2023-01-10,Epson,3220.44,122.415828681246,1950.6385805086536,1,True,True
2023-01-10,Brother,1138.23,356.6720093580898,2177.4986671734487,0,True,True
2023-01-11,Brother,1109.38,319.75567932382523,2140.5823371391843,0,True,True
2023-01-11,HP,1448.13,214.5473138217642,1888.6270933644007,0,True,True
2023-01-11,Fujitsu,2250.1,29.826004003850585,1833.0944631044808,1,True,True
2023-01-11,Canon,76.2,69.95759167401809,2049.605484430944,0,True,True
2023-01-11,Epson,348.82,173.53806541937138,2001.760817246779,0,True,True
2023-01-12,HP,2050.44,252.9598535012426,1927.0396330438791,1,True,True
2023-01-12,Fujitsu,315.15,417.0468333500479,2220.315292450678,1,True,True
2023-01-12,Epson,221.93,208.8904703282201,2037.113222155628,0,True,True
2023-01-12,Canon,1989.82,49.39923004247987,2029.047122799405,0,True,True
2023-01-12,Brother,1354.05,164.5414609727775,1985.3681187881368,0,True,True
2023-01-13,HP,1314.8,621.5151986865296,2295.5949782291664,0,True,True
2023-01-13,Canon,2529.09,241.1275376447137,2220.77543040164,1,True,True
2023-01-13,Epson,250.77,194.91824587430983,2023.1409977017172,0,True,True
2023-01-13,Fujitsu,474.39,238.2771424342542,2041.545601534884,0,True,True
2023-01-13,Brother,1239.39,171.2366108510896,1992.0632686664487,0,True,True
2023-01-14,Epson,971.76,-736.4890825296741,1091.7336692977335,0,True,True
2023-01-14,Fujitsu,169.23,-444.1249571937433,1359.1435019068867,0,True,True
2023-01-14,Canon,963.46,15.432422006106322,1995.080314763032,0,True,True
2023-01-14,Brother,186.78,-531.0033254440843,1289.8233323712748,0,True,True
2023-01-14,HP,549.33,83.53813162849951,1757.617911171136,0,True,True
2023-01-15,Epson,349.7,-809.9908517156794,1018.2319001117282,0,True,True
2023-01-15,Fujitsu,351.94,-1059.5606105713423,743.7078485292877,0,True,True
2023-01-15,Canon,120.77,-199.6424522903328,1780.0054404665927,0,True,True
2023-01-15,Brother,269.13,-712.4616214237876,1108.3650363915715,0,True,True
2023-01-15,HP,36.39,-106.44580567013077,1567.6339738725055,0,True,True
2023-01-16,Fujitsu,1098.57,-442.3988276039341,1360.869631496696,0,True,True
2023-01-16,Canon,1168.26,183.03284171659823,2162.680734473524,0,True,True
2023-01-16,Brother,368.92,-82.79615509575001,1738.030502719609,0,True,True
2023-01-16,HP,2096.32,497.4231564232857,2171.502935965922,0,True,True
2023-01-16,Epson,368.82,-183.59423156097068,1644.628520266437,0,True,True
2023-01-17,HP,1170.51,425.3380498348831,2099.4178293775194,0,True,True
2023-01-17,Epson,1170.03,159.7301143955317,1987.9528662229395,0,True,True
2023-01-17,Canon,2294.02,212.27329191124625,2191.921184668172,1,True,True
2023-01-17,Fujitsu,224.85,-411.4837224726148,1391.7847366280153,0,True,True
2023-01-17,Brother,158.26999999999998,-111.22941921333882,1709.5972386020203,0,True,True
2023-01-18,Canon,360.82,-11.096694040267948,1968.5511987166576,0,True,True
2023-01-18,Fujitsu,161.11,-266.80542456757803,1536.463034533052,0,True,True
2023-01-18,Epson,917.91,7.552351133656998,1835.7751029610645,0,True,True
2023-01-18,HP,2069.22,363.48159953605,2037.5613790786863,1,True,True
2023-01-18,Brother,1218.98,-53.80289210474609,1767.0237657106131,0,True,True
2023-01-19,Brother,1228.6,-205.51425331293692,1615.3124045024222,0,True,True
2023-01-19,Fujitsu,780.4200000000001,40.02969049290493,1843.298149593535,0,True,True
2023-01-19,HP,1816.23,492.92413921552816,2167.0039187581647,0,True,True
2023-01-19,Epson,246.9,45.43332747107729,1873.6560792984849,0,True,True
2023-01-19,Canon,546.61,25.9449443281942,2005.59283708512,0,True,True
2023-01-20,Fujitsu,393.72,-220.4157147086031,1582.852744392027,0,True,True
2023-01-20,HP,233.64,328.5351986865296,2002.614978229166,1,True,True
2023-01-20,Canon,948.37,-22.19246235528624,1957.4554304016392,0,True,True
2023-01-20,Brother,808.09,129.89803942251797,1950.724697237877,0,True,True
2023-01-20,Epson,2244.94,358.6139601600244,2186.836711987432,1,True,True
2023-01-21,Brother,854.42,-439.4518968726559,1381.3747609427032,0,True,True
2023-01-21,HP,47.370000000000005,-420.6932969429293,1253.3864825997073,0,True,True
2023-01-21,Epson,401.05,-419.9519396725311,1408.2708121548765,0,True,True
2023-01-21,Fujitsu,806.48,-501.4963857651719,1301.772073335458,0,True,True
2023-01-21,Canon,159.41,-619.3661494224651,1360.2817433344603,0,True,True
2023-01-22,HP,106.38,-865.5015199558451,808.5782595867914,0,True,True
2023-01-22,Epson,259.34000000000003,-691.7137088585364,1136.5090429688712,0,True,True
2023-01-22,Brother,233.37,-787.1487642809304,1033.677893534429,0,True,True
2023-01-22,Fujitsu,44.49,-662.5034677141995,1140.764991386431,0,True,True
2023-01-22,Canon,588.05,-664.8238808617614,1314.8240118951642,0,True,True
2023-01-23,Epson,1637.94,142.980054153315,1971.2028059807224,0,True,True
2023-01-23,Brother,874.78,-262.73758366717857,1558.0890741481803,0,True,True
2023-01-23,Canon,386.03,-23.58430114054454,1956.063591616381,0,True,True
2023-01-23,Fujitsu,644.38,-211.3502561753628,1591.9182029252672,0,True,True
2023-01-23,HP,229.82,-260.5354150052857,1413.5443645373507,0,True,True
2023-01-24,Epson,189.51,91.89582868124604,1920.1185805086536,0,True,True
2023-01-24,HP,633.64,21.49233554916907,1695.5721150918057,0,True,True
2023-01-24,Fujitsu,1652.03,-202.71086532975775,1600.5575937708722,1,True,True
2023-01-24,Brother,108.54,-155.25370492762443,1665.5729528877346,0,True,True
2023-01-24,Canon,1708.74,166.16186333981784,2145.8097560967435,0,True,True
2023-01-25,HP,906.54,94.13159953604986,1768.2113790786864,0,True,True
2023-01-25,Epson,99.18,-21.82050600920013,1806.402245818208,0,True,True
2023-01-25,Brother,164.91,-165.49574924760316,1655.330908567756,0,True,True
2023-01-25,Fujitsu,1253.12,-226.7168531390065,1576.5516059616234,0,True,True
2023-01-25,Canon,1832.76,116.6161631025892,2096.264055859515,0,True,True
2023-01-26,Epson,1729.95,32.87189889964861,1861.094650727056,0,True,True
2023-01-26,Fujitsu,83.63,128.13826192147633,1931.4067210221065,1,True,True
2023-01-26,HP,1589.7,296.35985350124247,1970.439633043879,0,True,True
2023-01-26,Canon,913.35,51.80494432819421,2031.45283708512,0,True,True
2023-01-26,Brother,366.37,-331.8828247415082,1488.9438330738508,0,True,True
2023-01-27,Fujitsu,157.12,-143.5014289943174,1659.7670301063126,0,True,True
2023-01-27,Brother,1328.21,-146.77481772033912,1674.05184009502,0,True,True
2023-01-27,Canon,491.19,163.40325193042793,2143.0511446873534,0,True,True
2023-01-27,HP,1631.27,574.856627257958,2248.9364068005943,0,True,True
2023-01-27,Epson,1478.25,175.85110301716713,2004.0738548445747,0,True,True
2023-01-28,Epson,99.57,-449.0605111011026,1379.1622407263048,0,True,True
2023-01-28,Brother,1048.38,-557.9990397297986,1262.8276180855603,0,True,True
2023-01-28,Canon,572.13,-469.43614942246506,1510.2117433344606,0,True,True
2023-01-28,Fujitsu,262.94,-636.3606714794576,1166.9077876211725,0,True,True
2023-01-28,HP,486.88,-136.047582657215,1538.0321968854214,0,True,True
2023-01-29,HP,685.87,-395.5215199558452,1278.558259586791,0,True,True
2023-01-29,Epson,286.66,-580.1708517156794,1248.0519001117282,0,True,True
2023-01-29,Fujitsu,73.17999999999999,-871.8977534284851,931.3707056721448,0,True,True
2023-01-29,Canon,342.36,-687.0153094331898,1292.6325833237356,0,True,True
2023-01-29,Brother,94.88,-765.6044785666447,1055.2221792487144,0,True,True
2023-01-30,Epson,1715.65,51.08148272474364,1879.3042345521512,0,True,True
2023-01-30,Fujitsu,111.83,50.90974382463719,1854.1782029252672,0,True,True
2023-01-30,Brother,328.51,-132.48472652432133,1688.3419312910378,0,True,True
2023-01-30,Canon,721.95,-196.45144399768745,1783.196448759238,0,True,True
2023-01-30,HP,1463.52,237.81601356614283,1911.8957931087796,0,True,True
2023-01-31,HP,365.04,322.19090697774027,1996.2706865203768,0,True,True
2023-01-31,Epson,284.57,61.7186858241032,1889.9414376515108,0,True,True
2023-01-31,Canon,873.8,210.31472048267491,2189.9626132396006,0,True,True
2023-01-31,Brother,1165.69,-246.55941921333863,1574.2672386020204,0,True,True
2023-01-31,Fujitsu,1596.76,118.1891346702422,1921.4575937708723,0,True,True
2023-02-01,HP,1041.2,448.9830281074785,2123.0628076501152,0,True,True
2023-02-01,Canon,2099.85,34.86902024544622,2014.516913002372,1,True,True
2023-02-01,Brother,91.48,-356.6414635333175,1464.1851942820415,0,True,True
2023-02-01,Epson,265.01,-12.970506009199994,1815.2522458182077,0,True,True
2023-02-01,Fujitsu,1823.42,299.28457543242223,2102.553034533052,0,True,True
2023-02-02,Canon,225.36,17.34208718533705,1996.9899799422624,0,True,True
2023-02-02,Fujitsu,2688.42,652.0111190643339,2455.279578164964,1,True,True
2023-02-02,Brother,265.1,-493.7971104557938,1327.0295473595652,0,True,True
2023-02-02,Epson,1788.91,88.61332747107735,1916.836079298485,0,True,True
2023-02-02,HP,1561.77,549.2598535012426,2223.339633043879,0,True,True
2023-02-03,Canon,1553.15,237.4689662161421,2217.116858973068,0,True,True
2023-02-03,Epson,1143.61,153.03110301716697,1981.2538548445743,0,True,True
2023-02-03,Fujitsu,331.0,486.3828567199686,2289.6513158205985,1,True,True
2023-02-03,Brother,297.42,-132.5548177203391,1688.27184009502,0,True,True
2023-02-03,HP,1645.33,477.113770115101,2151.193549657737,0,True,True
2023-02-04,Brother,543.46,-755.4790397297986,1065.3476180855605,0,True,True
2023-02-04,Canon,103.55,-261.3190065653224,1718.328886191603,0,True,True
2023-02-04,HP,1305.46,-19.724725514357715,1654.3550540282788,0,True,True
2023-02-04,Fujitsu,1155.11,-209.1149571937432,1594.153501906887,0,True,True
2023-02-04,Epson,71.28,-492.4847968153885,1335.737955012019,0,True,True
2023-02-05,HP,551.7,-449.10401995584505,1224.9757595867914,0,True,True
2023-02-05,Fujitsu,86.97,-674.4254756082662,1128.8429834923638,0,True,True
2023-02-05,Canon,427.66,-781.9322141950946,1197.7156785618308,0,True,True
2023-02-05,Brother,161.01,-897.7795023761686,923.0471554391904,0,True,True
2023-02-05,Epson,642.22,-665.3137088585365,1162.909042968871,0,True,True
2023-02-06,Epson,1243.43,-230.86994584668503,1597.352805980723,0,True,True
2023-02-06,HP,242.72,104.11494213757136,1778.1947216802075,0,True,True
2023-02-06,Brother,1015.18,-245.38260747670256,1575.4440503386566,0,True,True
2023-02-06,Fujitsu,321.36,-252.99226406942944,1550.2761950312006,0,True,True
2023-02-06,Canon,1817.57,64.2087940975506,2043.8566868544765,0,True,True
2023-02-07,Brother,740.94,133.03984269142325,1953.8665005067824,0,True,True
2023-02-07,Fujitsu,123.02,-226.65858750953885,1576.6098715910912,0,True,True
2023-02-07,Canon,977.22,272.3663871493417,2252.014279906268,0,True,True
2023-02-07,Epson,235.4,-306.8455998901825,1521.377151937225,0,True,True
2023-02-07,HP,1594.9,214.3912641205975,1888.471043663234,0,True,True
2023-02-08,Epson,138.81,-369.1576488663429,1459.065102961065,0,True,True
2023-02-08,Brother,475.1848333333333,205.079226942873,2025.905884758232,0,True,True
2023-02-08,Canon,245.70166666666665,307.76782976925585,2287.415722526181,1,True,True
2023-02-08,HP,-13.477499999999992,229.5162423931929,1903.5960219358292,1,True,True
2023-02-08,Fujitsu,785.3059447415329,-305.3074324616447,1497.9610266389857,0,True,True
2023-02-09,Epson,470.21,-361.0781011003513,1467.1446507270562,0,True,True
2023-02-09,Brother,298.77,141.3392943061108,1962.16595212147,0,True,True
2023-02-09,Canon,2026.41,225.26089670914652,2204.908789466072,0,True,True
2023-02-09,HP,973.01,354.5602106440997,2028.639990186736,0,True,True
2023-02-09,Fujitsu,1783.59,47.66053974169552,1850.9289988423257,0,True,True
2023-02-10,Brother,2714.11,482.56301561299415,2303.389673428353,1,True,True
2023-02-10,HP,1840.7,562.768412972244,2236.848192514881,0,True,True
2023-02-10,Fujitsu,218.26,-67.44629403124122,1735.8221650693888,0,True,True
2023-02-10,Canon,1224.85,75.2749185970946,2054.9228113540203,0,True,True
2023-02-10,Epson,202.68,-392.9046112685471,1435.3181405588605,0,True,True
2023-02-11,HP,1342.37,-324.21293980007204,1349.8668397425645,0,True,True
2023-02-11,Brother,1313.39,37.28736503210621,1858.114022847465,0,True,True
2023-02-11,Epson,129.63,-874.8576539582455,953.365097869162,0,True,True
2023-02-11,Canon,1110.9,-541.5487684700844,1438.0991242868413,0,True,True
2023-02-11,Fujitsu,229.07,-434.58553651638135,1368.682922584249,0,True,True
2023-02-12,Canon,58.1,-788.2738808617614,1191.374011895164,0,True,True
2023-02-12,Fujitsu,102.45,-718.9006105713423,1084.3678485292876,0,True,True
2023-02-12,Epson,343.25,-833.0079945728223,995.2147572545852,0,True,True
2023-02-12,HP,590.9,-572.9743770987022,1101.1054024439345,0,True,True
2023-02-12,Brother,741.05,161.70980714764096,1982.536464963,0,True,True
2023-02-13,Canon,322.4,-420.7243011405445,1558.9235916163811,0,True,True
2023-02-13,Brother,1561.72,1006.4724163328216,2827.299074148181,0,True,True
2023-02-13,Epson,97.5,-146.29423156097073,1681.9285202664369,0,True,True
2023-02-13,HP,984.4,-34.242557862428725,1639.8372216802077,0,True,True
2023-02-13,Fujitsu,884.54,-119.8731133182198,1683.3953457824102,0,True,True
2023-02-14,Fujitsu,947.79,86.27199181309936,1889.5404509137293,0,True,True
2023-02-14,Epson,1331.17,10.007257252674664,1838.2300090800825,0,True,True
2023-02-14,Canon,254.39,-181.32813666018205,1798.3197560967435,0,True,True
2023-02-14,HP,93.76,-195.5833787365453,1478.496400806091,0,True,True
2023-02-14,Brother,1559.73,665.6991522152327,2486.525810030592,0,True,True
2023-02-15,Fujitsu,1014.16,256.79314686099326,2060.061605961623,0,True,True
2023-02-15,HP,196.17,-352.1355433210929,1321.9442362215436,0,True,True
2023-02-15,Epson,1515.36,-25.697648866343,1802.5251029610645,0,True,True
2023-02-15,Canon,308.77,-431.449551183125,1548.1983415738005,0,True,True
2023-02-15,Brother,2725.95,554.7628221809682,2375.589479996327,1,True,True
2023-02-16,Fujitsu,2121.92,605.5339762071907,2408.802435307821,0,True,True
2023-02-16,Canon,477.32,-374.8950556718058,1604.7528370851196,0,True,True
2023-02-16,Brother,1679.0,321.65717525849186,2142.483833073851,0,True,True
2023-02-16,HP,282.84,-254.0401464987574,1420.0396330438791,0,True,True
2023-02-16,Epson,917.4,79.68332747107729,1907.9060792984849,0,True,True
2023-02-17,HP,134.75,-87.64051559918448,1586.439263943452,0,True,True
2023-02-17,Fujitsu,1364.2,305.8171424342541,2109.085601534884,0,True,True
2023-02-17,Canon,1115.22,-232.12674806957196,1747.5211446873536,0,True,True
2023-02-17,Brother,96.43,501.97089656537537,2322.7975543807343,1,True,True
2023-02-17,Epson,887.69,257.79538873145293,2086.0181405588605,0,True,True
2023-02-18,Epson,374.23,96.6164650893736,1924.8392169167807,0,True,True
2023-02-18,Brother,802.49,110.19531741305856,1931.0219752284177,0,True,True
2023-02-18,HP,177.54,-643.6630112286434,1030.416768313993,0,True,True
2023-02-18,Canon,119.59,-427.961287671313,1551.6866050856124,0,True,True
2023-02-18,Fujitsu,1047.22,-264.63400481279075,1538.6344542878392,0,True,True
2023-02-19,Canon,661.97,-401.5404476820379,1578.1074450748877,0,True,True
2023-02-19,Fujitsu,88.34,-588.7939439046756,1214.4745151959544,0,True,True
2023-02-19,Epson,725.39,-231.0524469537745,1597.170304873633,0,True,True
2023-02-19,Brother,135.53,-436.6501214237876,1384.1765363915715,0,True,True
2023-02-19,HP,441.46,-702.6883770987022,971.3914024439345,0,True,True
2023-02-20,Brother,981.89,129.44248776139284,1950.269145576752,0,True,True
2023-02-20,Canon,876.51,205.2491320391788,2184.897024796104,0,True,True
2023-02-20,HP,1433.42,135.45629928042854,1809.536078823065,0,True,True
2023-02-20,Epson,421.14,305.33417320093395,2133.556925028341,0,True,True
2023-02-20,Fujitsu,155.45,-311.7321609372675,1491.5362981633623,0,True,True
2023-02-21,Canon,2478.4840322580644,602.9495822338271,2582.5974749907527,0,True,True
2023-02-21,HP,909.332,264.7697641205976,1938.849543663234,0,True,True
2023-02-21,Fujitsu,349.37666666666667,-225.1970558059481,1578.071403294682,0,True,True
2023-02-21,Epson,4672.358833333334,428.7528048717222,2256.97555669913,1,True,True
2023-02-21,Brother,2753.0205,169.21493792951856,1990.0415957448777,1,True,True
2023-02-22,Canon,2283.86,494.12388199659847,2473.771774753524,0,True,True
2023-02-22,HP,1733.97,328.8147423931928,2002.8945219358293,0,True,True
2023-02-22,Fujitsu,964.1,-207.7587579009113,1595.5097011997186,0,True,True
2023-02-22,Brother,277.84000000000003,185.08432218096823,2005.9109799963276,0,True,True
2023-02-22,Epson,305.28,350.29789875270467,2178.5206505801125,1,True,True
2023-02-23,Canon,602.91,383.8926632222036,2363.5405559791293,0,True,True
2023-02-23,Epson,312.3,354.264589375839,2182.4873412032466,1,True,True
2023-02-23,Fujitsu,206.49,265.3092143024288,2068.5776734030587,1,True,True
2023-02-23,Brother,1108.54,126.47724668706314,1947.3039045024225,0,True,True
2023-02-23,HP,1688.56,396.684424929814,2070.7642044724507,0,True,True
2023-02-24,Fujitsu,1672.87,231.46809481520643,2034.7365539158363,0,True,True
2023-02-24,Brother,142.57,414.1752537082325,2235.001911523592,1,True,True
2023-02-24,Epson,1342.52,449.04807920764347,2277.270831035051,0,True,True
2023-02-24,HP,463.38,447.9097701151011,2121.9895496577374,0,True,True
2023-02-24,Canon,2113.72,338.34811368158023,2317.996006438506,0,True,True
2023-02-25,Epson,319.58,-664.2476539582456,1163.975097869162,0,True,True
2023-02-25,Fujitsu,793.79,-13.260671479457416,1790.0077876211726,0,True,True
2023-02-25,Canon,117.35,-508.4518637081794,1471.196029048746,0,True,True
2023-02-25,Brother,1179.23,-510.0090397297987,1310.8176180855603,0,True,True
2023-02-25,HP,556.89,-255.7561540857863,1418.32362545685,0,True,True
2023-02-26,Brother,751.5,-477.3059071380734,1343.5207506772858,0,True,True
2023-02-26,HP,80.44,-546.2515199558452,1127.828259586791,0,True,True
2023-02-26,Epson,397.63,-810.4522802871081,1017.7704715402996,0,True,True
2023-02-26,Fujitsu,944.52,-442.6034677141994,1360.6649913864308,0,True,True
2023-02-26,Canon,98.34,-989.1867380046184,990.4611547523072,0,True,True
2023-02-27,HP,1076.22,161.61172785185715,1835.6915073944936,0,True,True
2023-02-27,Fujitsu,1287.49,112.25402953892296,1915.522488639553,0,True,True
2023-02-27,Epson,161.48,-36.50708870382789,1791.7156631235798,0,True,True
2023-02-27,Canon,112.43,-457.7543011405446,1521.893591616381,0,True,True
2023-02-27,Brother,1153.75,128.37527347567857,1949.2019312910377,0,True,True
2023-02-28,Canon,145.82,-341.36956523161064,1638.278327525315,0,True,True
2023-02-28,Brother,219.45,166.9662950723755,1987.7929528877344,0,True,True
2023-02-28,Epson,1348.73,-141.084171318754,1687.1385805086536,0,True,True
2023-02-28,HP,691.4,331.6680498348833,2005.74782937752,0,True,True
2023-02-28,Fujitsu,2031.02,134.72627752738515,1937.9947366280155,1,True,True
2023-03-01,Brother,1886.57,78.94853646668253,1899.7751942820416,0,True,True
2023-03-01,Canon,708.86,-459.7366940402677,1519.911198716658,0,True,True
2023-03-01,Fujitsu,177.76,108.58314686099344,1911.851605961624,0,True,True
2023-03-01,HP,1651.48,406.2458852503355,2080.325664792972,0,True,True
2023-03-01,Epson,365.45,-93.19479172348576,1735.027960103922,0,True,True
2023-03-02,Canon,201.0,-494.0064842432344,1485.6414085136912,0,True,True
2023-03-02,Epson,1370.11,-94.65952967177998,1733.5632221556275,0,True,True
2023-03-02,HP,2182.31,555.4227106440997,2229.5024901867364,0,True,True
2023-03-02,Fujitsu,235.63,418.23826192147646,2221.5067210221064,1,True,True
2023-03-02,Brother,815.1999999999999,-124.1942533129369,1696.632404502422,0,True,True
2023-03-03,Canon,1143.01,-364.45531949814335,1615.1925732587822,0,True,True
2023-03-03,Epson,201.38,40.7725315885956,1868.995283416003,0,True,True
2023-03-03,HP,1077.21,567.0094844008154,2241.089263943452,0,True,True
2023-03-03,Brother,180.44,96.48232513680364,1917.3089829521628,0,True,True
2023-03-03,Fujitsu,1533.1,195.6357138628256,1998.9041729634555,0,True,True
2023-03-04,Brother,828.76,-454.1804683012273,1366.646189514132,0,True,True
2023-03-04,HP,1009.97,22.568131628499486,1696.647911171136,0,True,True
2023-03-04,Epson,1149.34,-545.5705111011027,1282.6522407263049,0,True,True
2023-03-04,Fujitsu,235.29,-428.13352862231466,1375.1349304783153,0,True,True
2023-03-04,Canon,48.32,-831.9675779938937,1147.680314763032,0,True,True
2023-03-05,Canon,66.44,-1005.93530943319,973.7125833237355,0,True,True
2023-03-05,Fujitsu,656.8100000000001,-547.8734677141995,1255.3949913864303,0,True,True
2023-03-05,Brother,355.72,-897.3687642809305,923.4578935344286,0,True,True
2023-03-05,HP,288.57,-431.1543770987022,1242.9254024439342,0,True,True
2023-03-05,Epson,31.85,-459.8294231442509,1368.3933286831566,0,True,True
2023-03-06,Fujitsu,1098.2,246.09974382463736,2049.3682029252677,0,True,True
2023-03-06,HP,441.55,-69.86112929100011,1604.2186502516363,0,True,True
2023-03-06,Epson,186.36,-14.511374418113633,1813.711377409294,0,True,True
2023-03-06,Brother,856.46,-76.8490122386072,1743.977645576752,0,True,True
2023-03-06,Canon,574.02,-325.7300154262589,1653.917877330667,0,True,True
2023-03-07,Brother,300.53000000000003,187.5834379295186,2008.4100957448777,0,True,True
2023-03-07,Canon,468.17,-126.56670808875356,1853.081184668172,0,True,True
2023-03-07,Fujitsu,1059.38,101.99913467024248,1905.2675937708725,0,True,True
2023-03-07,HP,1588.04,127.22090697774036,1801.300686520377,0,True,True
2023-03-07,Epson,1713.77,41.40154296696028,1869.624294794368,0,True,True
2023-03-08,Canon,1281.23,-145.24097975455345,1834.406913002372,0,True,True
2023-03-08,Fujitsu,1558.64,180.9117182895651,1984.1801773901952,0,True,True
2023-03-08,HP,426.4,69.9387423931928,1744.0185219358293,0,True,True
2023-03-08,Brother,164.06,45.68710789525392,1866.513765710613,0,True,True
2023-03-08,Epson,2049.24,-34.817648866343006,1793.4051029610646,1,True,True
2023-03-09,Brother,2025.73,-30.75139617007983,1790.0752616452792,1,True,True
2023-03-09,HP,250.07,161.10556778695673,1835.1853473295928,0,True,True
2023-03-09,Fujitsu,1938.58,477.6954047786195,2280.9638638792494,0,True,True
2023-03-09,Canon,840.5,-133.51505567180595,1846.13283708512,0,True,True
2023-03-09,Epson,127.53,62.38618461393435,1890.608936441342,0,True,True
2023-03-10,Epson,183.67,438.9268173028813,2267.149569130289,1,True,True
2023-03-10,HP,1880.22,225.92234154367247,1900.002121086309,0,True,True
2023-03-10,Fujitsu,227.32,155.4242852913968,1958.6927443920267,0,True,True
2023-03-10,Brother,1799.2,284.118039422518,2104.9446972378773,0,True,True
2023-03-10,Canon,751.75,223.9775376447136,2203.6254304016397,0,True,True
2023-03-11,Brother,101.14,-200.81475401551305,1620.011903799846,0,True,True
2023-03-11,Canon,677.14,-328.97614942246514,1650.6717433344604,0,True,True
2023-03-11,Fujitsu,412.18,-201.2378143366002,1602.0306447640298,0,True,True
2023-03-11,HP,540.03,-631.5718683715006,1042.507911171136,0,True,True
2023-03-11,Epson,1110.34,-136.24765395824556,1691.975097869162,0,True,True
2023-03-12,Brother,846.87,-390.8430499952164,1429.9836078201429,0,True,True
2023-03-12,Fujitsu,279.0,-571.1691819999137,1232.0992771007163,0,True,True
2023-03-12,Epson,356.75,-533.0951374299652,1295.1276143974424,0,True,True
2023-03-12,Canon,356.51,-514.7138808617613,1464.9340118951643,0,True,True
2023-03-12,HP,90.63,-604.3800913844166,1069.69968815822,0,True,True
2023-03-13,Brother,1218.52,171.49098776139272,1992.317645576752,0,True,True
