time_period,value,anomaly,upper_value,lower_value,key1,feedback_flag
7/31/21,1395980.8,0,2656045.87,609369.11,California,TRUE
8/1/21,1487379.34,0,2713851.07,667174.3,California,TRUE
8/2/21,1376953.3,0,2656217.45,609540.69,California,TRUE
8/3/21,2166048.06,0,2644978.57,598301.8,California,TRUE
8/4/21,2229793.89,0,2680886.9,634210.13,California,TRUE
8/5/21,1207382.05,0,2619109.64,572432.87,California,TRUE
8/6/21,1983093.32,0,2531183.53,484506.77,California,TRUE
8/7/21,1212739.63,0,2439896.42,393219.65,California,TRUE
8/8/21,718581.85,0,2425343.22,378666.46,California,TRUE
8/9/21,822993.1,0,2455498.04,408821.27,California,TRUE
8/10/21,1884927.78,0,2373315.45,326638.69,California,TRUE
8/11/21,1956639.08,0,2617129.89,570453.13,California,TRUE
8/12/21,1273224.03,0,2731149.33,684472.56,California,TRUE
8/13/21,2075883.49,0,3025737.64,979060.88,California,TRUE
8/14/21,2484841.24,0,2996288.25,949611.48,California,TRUE
8/15/21,1180361.19,0,2927564.74,880887.98,California,TRUE
8/16/21,2946633.85,0,2967746.51,921069.75,California,TRUE
8/17/21,2036671.53,0,2772183.91,725507.15,California,TRUE
8/18/21,1304292.12,0,2657654.66,610977.9,California,TRUE
8/19/21,1409254.71,0,2716905.87,670229.11,California,TRUE
8/20/21,1375013.56,0,2465602.65,418925.88,California,TRUE
8/21/21,1248537,0,2448569.68,401892.92,California,TRUE
8/22/21,1258762.96,0,2411130.1,364453.33,California,TRUE
8/23/21,1249033.81,0,2572435.66,525758.9,California,TRUE
8/24/21,2275330.3,0,2540915.14,494238.37,California,TRUE
8/25/21,870932.62,0,2617494.61,570817.85,California,TRUE
8/26/21,2393151.91,0,2620807.47,574130.7,California,TRUE
8/27/21,1822438.17,0,2577268.26,530591.5,California,TRUE
8/28/21,1349993.84,0,2463297.75,416620.99,California,TRUE
8/29/21,945596.26,0,2604370.38,557693.62,California,TRUE
8/30/21,1005781.92,0,2563967.93,517291.17,California,TRUE
8/31/21,1835426.24,0,2594418.46,547741.7,California,TRUE
9/1/21,1687158.61,0,2649386.83,602710.06,California,TRUE
9/2/21,1965093.02,0,2785138.47,738461.7,California,TRUE
9/3/21,2703660.14,0,2917420.1,870743.33,California,TRUE
9/4/21,1300172.92,0,2869731.27,823054.5,California,TRUE
9/5/21,1559501.06,0,2836225.95,789549.19,California,TRUE
9/6/21,1993275.86,0,2763044.52,716367.75,California,TRUE
9/7/21,1859493.96,0,2541936.58,495259.81,California,TRUE
9/8/21,1281338.96,0,2668356.55,621679.79,California,TRUE
9/9/21,1307581.27,0,2673263.7,626586.94,California,TRUE
9/10/21,1823972.83,0,2555044.42,508367.66,California,TRUE
9/11/21,1750513.23,0,2375073.24,328396.47,California,TRUE
9/12/21,1257494.45,0,2578426.06,531749.29,California,TRUE
9/13/21,1227263.42,0,2652052.32,605375.55,California,TRUE
9/14/21,957585.2,0,2534940.22,488263.45,California,TRUE
9/15/21,2533526.27,1,2515210.83,468534.06,California,TRUE
9/16/21,1677723.36,0,2573607.32,526930.56,California,TRUE
9/17/21,1672256.41,0,2669636.08,622959.31,California,TRUE
9/18/21,1177808.01,0,2652441.22,605764.45,California,TRUE
9/19/21,1329913.22,0,2543249.26,496572.5,California,TRUE
9/20/21,1960987.24,0,2468809.12,422132.36,California,TRUE
9/21/21,1195110.69,0,2333752.69,287075.92,California,TRUE
9/22/21,1597900.18,0,2461290.89,414614.13,California,TRUE
9/23/21,1011400.64,0,2535447.08,488770.31,California,TRUE
9/24/21,1394929.62,0,2479080.88,432404.12,California,TRUE
9/25/21,1635975.97,0,2412174.59,365497.82,California,TRUE
9/26/21,1512649.82,0,2469900.43,423223.67,California,TRUE
9/27/21,1627946.44,0,2579013.66,532336.89,California,TRUE
9/28/21,1084656.11,0,2522948.66,476271.9,California,TRUE
9/29/21,1830698.69,0,2458933.54,412256.77,California,TRUE
9/30/21,1629951.5,0,2543432.95,496756.19,California,TRUE
10/1/21,1670542.91,0,2648405.42,601728.66,California,TRUE
10/2/21,753270.62,0,2573400.23,526723.47,California,TRUE
10/3/21,1767789.03,0,2542274.33,495597.56,California,TRUE
10/4/21,2424276.27,0,2559609.16,512932.4,California,TRUE
10/5/21,917509.3,0,2370185.4,323508.64,California,TRUE
10/6/21,1441534.93,0,2574296.52,527619.76,California,TRUE
10/7/21,1606053.62,0,2531977.11,485300.35,California,TRUE
10/8/21,1012644.84,0,2322247.8,275571.03,California,TRUE
10/9/21,1747448.97,0,2308729.73,262052.96,California,TRUE
10/10/21,1135196.48,0,2362231.39,315554.62,California,TRUE
10/11/21,1017693.62,0,2396134.62,349457.85,California,TRUE
10/12/21,1180772.3,0,2410021.02,363344.26,California,TRUE
10/13/21,1644764.13,0,2535060.37,488383.6,California,TRUE
10/14/21,1698134.51,0,2593120.46,546443.7,California,TRUE
10/15/21,1777917.94,0,2627417.8,580741.03,California,TRUE
10/16/21,2188124.9,0,2537804.57,491127.81,California,TRUE
10/17/21,1205260.48,0,2528948.51,482271.75,California,TRUE
10/18/21,1319297.5,0,2583578.09,536901.32,California,TRUE
10/19/21,911369.22,0,2457558.08,410881.31,California,TRUE
10/20/21,1411489.3,0,2516166.44,469489.68,California,TRUE
10/21/21,1935299.8,0,2617194.84,570518.07,California,TRUE
10/22/21,1563846.15,0,2600728.69,554051.92,California,TRUE
10/23/21,2163783.95,0,2565189.71,518512.95,California,TRUE
10/24/21,1576102.58,0,2644400.99,597724.23,California,TRUE
10/25/21,1265556.98,0,2663204.64,616527.88,California,TRUE
10/26/21,1020485.91,0,2654047.74,607370.97,California,TRUE
10/27/21,1794685.83,0,2551566.17,504889.4,California,TRUE
10/28/21,1921683.63,0,2523746.99,477070.23,California,TRUE
10/29/21,2167816.1,0,2572097.93,525421.17,California,TRUE
10/30/21,1011813.44,0,2671797.4,625120.63,California,TRUE
10/31/21,1045011.7,0,2796359.26,749682.5,California,TRUE
11/1/21,1665536.1,0,2736256.98,689580.21,California,TRUE
11/2/21,2076271.66,0,2536195.09,489518.32,California,TRUE
11/3/21,2495336.48,0,2585531.96,538855.19,California,TRUE
11/4/21,1355725.89,0,2674514.26,627837.49,California,TRUE
11/5/21,1435451.14,0,2741171.17,694494.4,California,TRUE
11/6/21,922572.06,0,2539307.55,492630.78,California,TRUE
11/7/21,1331531.11,0,2380932.31,334255.55,California,TRUE
11/8/21,2193657.01,0,2541179.14,494502.38,California,TRUE
11/9/21,1021115.81,0,2599449.87,552773.11,California,TRUE
11/10/21,1215427.43,0,2719986.33,673309.56,California,TRUE
11/11/21,2332211.97,0,2916644.73,869967.97,California,TRUE
11/12/21,2511414.53,0,2774847.09,728170.33,California,TRUE
11/13/21,1331727.76,0,2821032.95,774356.18,California,TRUE
11/14/21,2371783.25,0,2856023.24,809346.47,California,TRUE
11/15/21,1262596.08,0,2732293.42,685616.65,California,TRUE
11/16/21,1702306.28,0,2528832.69,482155.92,California,TRUE
11/17/21,1289077.04,0,2575357.57,528680.81,California,TRUE
11/18/21,1320861.51,0,2633467.28,586790.51,California,TRUE
11/19/21,1755257.68,0,2672486.86,625810.1,California,TRUE
11/20/21,1222802.47,0,2668458.78,621782.01,California,TRUE
11/21/21,2442194.51,0,2833294.49,786617.73,California,TRUE
11/22/21,1597255.73,0,3424198.77,1377522.01,California,TRUE
11/23/21,2031999.17,0,3505072.99,1458396.22,California,TRUE
11/24/21,2271644.64,0,3634746.87,1588070.1,California,TRUE
11/25/21,5311949.73,1,3459697.11,1413020.34,California,TRUE
11/26/21,2989445.48,0,3494594.04,1447917.27,California,TRUE
11/27/21,1695920.12,0,3450157.73,1403480.97,California,TRUE
11/28/21,880489.51,1,3448036.83,1401360.07,California,TRUE
11/29/21,1903056.77,0,2996951.16,950274.39,California,TRUE
11/30/21,2078834.56,0,2857856.61,811179.85,California,TRUE
12/1/21,2085515.92,0,2792849.45,746172.69,California,TRUE
12/2/21,2009108.27,0,3020437.55,973760.78,California,TRUE
12/3/21,2683851.94,0,2969045.93,922369.17,California,TRUE
12/4/21,806270.5,1,2855588.41,808911.64,California,TRUE
12/5/21,2137249.5,0,2801502.57,754825.8,California,TRUE
12/6/21,1604838.02,0,2930028.26,883351.5,California,TRUE
12/7/21,1642521.39,0,2790919.67,744242.9,California,TRUE
12/8/21,1535632.63,0,3008441.33,961764.57,California,TRUE
12/9/21,2763546.38,0,3108065.06,1061388.29,California,TRUE
12/10/21,2378160.07,0,3309418.7,1262741.93,California,TRUE
12/11/21,1894322.64,0,3309569.23,1262892.46,California,TRUE
12/12/21,2498258.89,0,3404806.01,1358129.24,California,TRUE
12/13/21,3075836.07,0,3302667.56,1255990.79,California,TRUE
12/14/21,2001464.61,0,3292671.91,1245995.14,California,TRUE
12/15/21,2031007.66,0,3265547.21,1218870.45,California,TRUE
12/16/21,1903335.48,0,3229298.08,1182621.31,California,TRUE
12/17/21,2976258.79,0,3163891.38,1117214.61,California,TRUE
12/18/21,1269850.31,1,3326926.55,1280249.78,California,TRUE
12/19/21,1908158.26,0,3396306.48,1349629.72,California,TRUE
12/20/21,2679511.7,0,3692053.47,1645376.71,California,TRUE
12/21/21,3500600.3,0,3502285.96,1455609.2,California,TRUE
12/22/21,2345384.81,0,4379432.97,2332756.21,California,TRUE
12/23/21,3828322.68,0,4354129.91,2307453.15,California,TRUE
12/24/21,2315954.49,0,4266839.77,2220163,California,TRUE
12/25/21,6975279.87,1,3840739.81,1794063.04,California,TRUE
12/26/21,1394680.17,1,3734036.79,1687360.03,California,TRUE
12/27/21,2130003.24,0,3324108.72,1277431.95,California,TRUE
12/28/21,875790.07,1,3089187.13,1042510.36,California,TRUE
12/29/21,1427181.3,0,2499124.9,452448.13,California,TRUE
12/30/21,813584.4,0,2579047.1,532370.33,California,TRUE
12/31/21,1339571.66,0,2462267.03,415590.27,California,TRUE
1/1/22,2410244.76,1,2404543.02,357866.25,California,TRUE
1/2/22,1617778.9,0,2538438.41,491761.65,California,TRUE
1/3/22,1374065.32,0,2709545.85,662869.08,California,TRUE
1/4/22,829611.46,0,2579927.4,533250.64,California,TRUE
1/5/22,2193166.66,0,2516521.85,469845.08,California,TRUE
1/6/22,1866094.69,0,2580142.75,533465.98,California,TRUE
1/7/22,1100310.84,0,2452810.48,406133.71,California,TRUE
1/8/22,1531806.36,0,2431938.85,385262.08,California,TRUE
1/9/22,1726768.53,0,2543860.78,497184.01,California,TRUE
1/10/22,544261.96,0,2436786.14,390109.37,California,TRUE
1/11/22,1041399.57,0,2353485.35,306808.58,California,TRUE
1/12/22,2805337.75,1,2383853.07,337176.3,California,TRUE
1/13/22,971330.48,0,2456653.54,409976.77,California,TRUE
1/14/22,1185273.57,0,2553595.55,506918.78,California,TRUE
1/15/22,1309780.93,0,2606455.39,559778.63,California,TRUE
1/16/22,1900015.15,0,2500847.11,454170.34,California,TRUE
1/17/22,1284378.57,0,2631400.38,584723.62,California,TRUE
1/18/22,1769307.99,0,2518736.1,472059.33,California,TRUE
1/19/22,1894797.32,0,2445711.43,399034.67,California,TRUE
1/20/22,1739961.67,0,2417645.09,370968.33,California,TRUE
1/21/22,1064691.87,0,2394967.3,348290.53,California,TRUE
1/22/22,364008.76,0,2208805.1,162128.33,California,TRUE
1/23/22,1367194.09,0,2164098.87,117422.1,California,TRUE
1/24/22,1187156.56,0,2151929.73,105252.96,California,TRUE
1/25/22,824062.09,0,2186962.32,140285.55,California,TRUE
1/26/22,1410571.29,0,2364985.02,318308.26,California,TRUE
1/27/22,1509535.98,0,2423014.48,376337.71,California,TRUE
1/28/22,1977988.27,0,2451969.9,405293.14,California,TRUE
1/29/22,1175568.19,0,2494475.45,447798.68,California,TRUE
1/30/22,1437043.6,0,2447490.67,400813.91,California,TRUE
1/31/22,1451367.07,0,2550629.38,503952.61,California,TRUE
2/1/22,1479490.42,0,2344619.97,297943.21,California,TRUE
2/2/22,910395.45,0,2613116.51,566439.75,California,TRUE
2/3/22,2086265.18,0,2606508.64,559831.88,California,TRUE
2/4/22,1203990.7,0,2575680.24,529003.47,California,TRUE
2/5/22,2620444.48,0,2674379.85,627703.09,California,TRUE
2/6/22,1054431.84,0,2896293.36,849616.6,California,TRUE
2/7/22,1297090.76,0,2795501.99,748825.23,California,TRUE
2/8/22,2528277.23,0,2805092.67,758415.9,California,TRUE
2/9/22,2292507.6,0,2661952.24,615275.47,California,TRUE
2/10/22,1235483.88,0,2768790.73,722113.96,California,TRUE
2/11/22,1939193.67,0,2920686.07,874009.31,California,TRUE
2/12/22,1183861.98,0,2777088.52,730411.76,California,TRUE
2/13/22,1465944.61,0,2663508.78,616832.01,California,TRUE
2/14/22,2421880.71,0,2732293.19,685616.42,California,TRUE
2/15/22,1880983.9,0,2518110.2,471433.43,California,TRUE
2/16/22,1326166.95,0,2716098.94,669422.17,California,TRUE
2/17/22,1571733.01,0,2719512.29,672835.53,California,TRUE
2/18/22,1107981.04,0,2567747.83,521071.07,California,TRUE
2/19/22,2135183.65,0,2409216.97,362540.2,California,TRUE
2/20/22,1153481.41,0,2535488.9,488812.13,California,TRUE
2/21/22,1421052.05,0,2605633.29,558956.52,California,TRUE
2/22/22,1129157.36,0,2646787.15,600110.38,California,TRUE
2/23/22,2038788.01,0,2620207.94,573531.17,California,TRUE
2/24/22,1917502.01,0,2682096.7,635419.93,California,TRUE
2/25/22,2064126.35,0,2686026.11,639349.34,California,TRUE
2/26/22,1514529.67,0,2623883.98,577207.22,California,TRUE
2/27/22,1250346.07,0,2636668.28,589991.51,California,TRUE
2/28/22,1510080.46,0,2641677.03,595000.27,California,TRUE
3/1/22,1052051.98,0,2471573.85,424897.09,California,TRUE
3/2/22,1956995.68,0,2631336.55,584659.79,California,TRUE
3/3/22,1807321.54,0,2748586.22,701909.46,California,TRUE
3/4/22,1541472.36,0,2745497.34,698820.58,California,TRUE
3/5/22,2198269.08,0,2685208.01,638531.24,California,TRUE
3/6/22,1734737.09,0,2702750.44,656073.68,California,TRUE
3/7/22,1549980.85,0,2614662.13,567985.37,California,TRUE
3/8/22,987916.13,0,2595346.53,548669.76,California,TRUE
3/9/22,1908510.3,0,2558415.89,511739.12,California,TRUE
3/10/22,1045461.66,0,2516255.14,469578.37,California,TRUE
3/11/22,2074331.39,0,2466294.84,419618.07,California,TRUE
3/12/22,1505155.12,0,2542027.98,495351.21,California,TRUE
3/13/22,1103255.16,0,2624097.87,577421.1,California,TRUE
3/14/22,1261781.26,0,2735145.6,688468.83,California,TRUE
3/15/22,1875937.62,0,2598690.12,552013.36,California,TRUE
3/16/22,2311717.11,0,2563865.4,517188.63,California,TRUE
3/17/22,1677554.05,0,2604492.78,557816.02,California,TRUE
3/18/22,1787211.33,0,2699217.32,652540.56,California,TRUE
3/19/22,826782.58,0,2581170.28,534493.51,California,TRUE
3/20/22,1051290.15,0,2454827.86,408151.09,California,TRUE
3/21/22,1986375.6,0,2432522.15,385845.38,California,TRUE
3/22/22,1407497.81,0,2420367.98,373691.22,California,TRUE
3/23/22,1256037.76,0,2501136.97,454460.21,California,TRUE
3/24/22,1376172.35,0,2603488.16,556811.39,California,TRUE
3/25/22,2370200.42,0,2504212.92,457536.16,California,TRUE
3/26/22,957566.02,0,2546473.48,499796.72,California,TRUE
3/27/22,1431391.76,0,2756535.77,709859,California,TRUE
3/28/22,1352971.5,0,2732179.22,685502.45,California,TRUE
3/29/22,2061211.25,0,2470276.15,423599.38,California,TRUE
3/30/22,2555191.35,1,2523470.46,476793.7,California,TRUE
3/31/22,1060434.77,0,2593513.6,546836.83,California,TRUE
4/1/22,1204947.17,0,2563844.15,517167.38,California,TRUE
4/2/22,895326.75,0,2424030.93,377354.16,California,TRUE
4/3/22,1585337.04,0,2389133.47,342456.7,California,TRUE
4/4/22,1206807.88,0,2466714.76,420038,California,TRUE
4/5/22,1440408.22,0,2408257.75,361580.99,California,TRUE
4/6/22,2139626.69,0,2583087.25,536410.49,California,TRUE
4/7/22,1458262.13,0,2568341.34,521664.58,California,TRUE
4/8/22,1463816.37,0,2606964.68,560287.91,California,TRUE
4/9/22,1684533.74,0,2568109.39,521432.63,California,TRUE
4/10/22,1145758.99,0,2624292.61,577615.84,California,TRUE
4/11/22,1538693.77,0,2641238.4,594561.63,California,TRUE
4/12/22,1526310.74,0,2556219.86,509543.09,California,TRUE
