Date,State,Daily_Sales,Temperature,Fuel_Price,CPI,Unemployment,Holiday_Flag
2021-02-22,Florida,1685740.8,42.95,2.57,200.83,7.55,0
2021-02-22,Ohio,1560388.07,33.68,2.78,157.52,8.03,0
2021-02-22,Texas,1397987.23,42.68,2.66,163.17,9.68,0
2021-02-22,Virginia,1161529.58,41.38,2.68,167.38,8.99,0
2021-02-23,California,1601583.65,35.52,2.73,150.66,8.84,0
2021-02-23,Florida,1271426.23,42.95,2.57,200.82,7.55,0
2021-02-23,Ohio,913283.08,33.68,2.78,157.52,8.03,0
2021-02-23,Texas,576392.78,42.68,2.66,163.17,9.68,0
2021-02-23,Virginia,1247920.85,41.38,2.68,167.39,8.99,0
2021-02-24,California,1399067.4,35.52,2.73,150.66,8.84,0
2021-02-24,Florida,1068571.04,42.95,2.57,200.82,7.55,0
2021-02-24,Ohio,1569585.3,33.68,2.78,157.52,8.03,0
2021-02-24,Texas,1564879.81,42.68,2.66,163.17,9.68,0
2021-02-24,Virginia,524412.16,41.38,2.68,167.39,8.99,0
2021-02-25,California,1627419.64,35.52,2.73,150.66,8.84,0
2021-02-25,Florida,1131319.93,42.95,2.57,200.83,7.55,0
2021-02-25,Ohio,1471501.98,33.68,2.78,157.52,8.03,0
2021-02-25,Texas,1339085.39,42.68,2.66,163.17,9.68,0
2021-02-25,Virginia,1274009.55,41.38,2.68,167.38,8.99,0
2021-02-26,California,2643063.07,35.52,2.73,150.66,8.84,0
2021-02-26,Florida,826145.86,42.95,2.57,200.83,7.55,0
2021-02-26,Ohio,1221741.6,33.68,2.78,157.52,8.03,0
2021-02-26,Texas,1505406.34,42.68,2.66,163.16,9.68,0
2021-02-26,Virginia,655730.6,41.38,2.68,167.39,8.99,0
2021-02-27,California,1608951.63,35.52,2.73,150.66,8.84,0
2021-02-27,Florida,1274082.33,42.95,2.57,200.82,7.55,0
2021-02-27,Ohio,1360315.15,33.68,2.78,157.52,8.03,0
2021-02-27,Texas,553102.47,42.68,2.66,163.16,9.68,0
2021-02-27,Virginia,766446.81,41.38,2.68,167.38,8.99,0
2021-02-28,California,1989638.94,41.1,2.77,150.69,8.84,0
2021-02-28,Florida,1224015.13,46.52,2.63,200.86,7.55,0
2021-02-28,Ohio,2132610.81,35.12,2.81,157.56,8.03,0
2021-02-28,Texas,924884.08,46.31,2.72,163.21,9.68,0
2021-02-28,Virginia,554752.51,45.54,2.73,167.42,8.99,0
2021-03-01,California,2020286.85,41.1,2.77,150.69,8.84,0
2021-03-01,Florida,1345938.48,46.52,2.63,200.85,7.55,0
2021-03-01,Ohio,1097544.19,35.12,2.81,157.57,8.03,0
2021-03-01,Texas,641776.67,46.3,2.72,163.21,9.68,0
2021-03-01,Virginia,805602.61,45.54,2.73,167.42,8.99,0
2021-03-02,California,1976518.24,41.1,2.77,150.7,8.84,0
2021-03-02,Florida,1286573.84,46.52,2.63,200.85,7.55,0
2021-03-02,Ohio,934658.9,35.12,2.81,157.56,8.03,0
2021-03-02,Texas,1677329.51,46.31,2.72,163.2,9.68,0
2021-03-02,Virginia,1590491.95,45.54,2.73,167.41,8.99,0
2021-03-03,California,1749058.74,41.1,2.77,150.7,8.84,0
2021-03-03,Florida,1330388.39,46.52,2.62,200.86,7.55,0
2021-03-03,Ohio,1916825.66,35.12,2.81,157.56,8.03,0
2021-03-03,Texas,1158654.59,46.3,2.72,163.2,9.68,0
2021-03-03,Virginia,687047.14,45.54,2.73,167.42,8.99,0
2021-03-04,California,1496739.72,41.1,2.77,150.69,8.84,0
2021-03-04,Florida,1584592.05,46.52,2.63,200.86,7.55,0
2021-03-04,Ohio,2390244.72,35.12,2.81,157.56,8.03,0
2021-03-04,Texas,1125894.64,46.31,2.72,163.2,9.68,0
2021-03-04,Virginia,1546065.4,45.54,2.73,167.42,8.99,0
2021-03-05,California,629507.72,41.1,2.77,150.7,8.84,0
2021-03-05,Florida,1103407.49,46.52,2.63,200.86,7.55,0
2021-03-05,Ohio,1588849.74,35.12,2.81,157.56,8.03,0
2021-03-05,Texas,1181832.56,46.3,2.72,163.2,9.68,0
2021-03-05,Virginia,798498.57,45.54,2.73,167.42,8.99,0
2021-03-06,California,1819051.79,41.1,2.77,150.7,8.84,0
2021-03-06,Florida,1827589.85,46.52,2.63,200.85,7.55,0
2021-03-06,Ohio,1019682.46,35.12,2.81,157.56,8.03,0
2021-03-06,Texas,1209774.01,46.31,2.72,163.21,9.68,0
2021-03-06,Virginia,505142.37,45.54,2.73,167.42,8.99,0
2021-03-07,California,1112244.37,43.57,2.81,150.74,8.84,0
2021-03-07,Florida,620424.51,53.13,2.67,200.89,7.55,0
2021-03-07,Ohio,1179306.47,42.1,2.84,157.61,8.03,0
2021-03-07,Texas,1132145.13,50.38,2.77,163.24,9.68,0
2021-03-07,Virginia,762463.89,47.98,2.78,167.46,8.99,0
2021-03-08,California,1364162.57,43.57,2.81,150.74,8.84,0
2021-03-08,Florida,1165684.02,53.13,2.67,200.89,7.55,0
2021-03-08,Ohio,1494659.83,42.1,2.84,157.61,8.03,0
2021-03-08,Texas,1003261.96,50.38,2.77,163.25,9.68,0
2021-03-08,Virginia,1045057.64,47.98,2.78,167.45,8.99,0
2021-03-09,California,2862171.43,43.57,2.82,150.72,8.84,0
2021-03-09,Florida,1460127.91,53.13,2.67,200.88,7.55,0
2021-03-09,Ohio,1642593.87,42.1,2.84,157.61,8.03,0
2021-03-09,Texas,1479547.3,50.38,2.77,163.24,9.68,0
2021-03-09,Virginia,748570.88,47.99,2.78,167.46,8.99,0
2021-03-10,California,1312609.72,43.57,2.81,150.74,8.84,0
2021-03-10,Florida,1376192.66,53.13,2.67,200.89,7.55,0
2021-03-10,Ohio,997710.05,42.1,2.84,157.61,8.03,0
2021-03-10,Texas,1615309.56,50.38,2.77,163.24,9.68,0
2021-03-10,Virginia,1150969.87,47.99,2.78,167.46,8.99,0
2021-03-11,California,1011468.84,43.57,2.82,150.74,8.84,0
2021-03-11,Florida,1408224.07,53.13,2.67,200.89,7.55,0
2021-03-11,Ohio,1307945.51,42.1,2.84,157.61,8.03,0
2021-03-11,Texas,889573.27,50.38,2.77,163.24,9.68,0
2021-03-11,Virginia,452361.43,47.99,2.78,167.45,8.99,0
2021-03-12,California,1503397.61,43.57,2.81,150.73,8.84,0
2021-03-12,Florida,1768412.12,53.13,2.67,200.89,7.55,0
2021-03-12,Ohio,2973352.5,42.1,2.84,157.6,8.03,0
2021-03-12,Texas,725209.51,50.38,2.77,163.24,9.68,0
2021-03-12,Virginia,1301707.31,47.99,2.78,167.46,8.99,0
2021-03-13,California,2041820.46,43.57,2.81,150.73,8.84,0
2021-03-13,Florida,1600333.87,53.13,2.67,200.88,7.55,0
2021-03-13,Ohio,1829334.42,42.1,2.84,157.6,8.03,0
2021-03-13,Texas,753762.98,50.38,2.77,163.25,9.68,0
2021-03-13,Virginia,833279.04,47.98,2.78,167.46,8.99,0
2021-03-14,California,1177723.54,47.93,2.86,150.72,8.84,0
2021-03-14,Florida,797100.47,51.8,2.72,200.76,7.55,0
2021-03-14,Ohio,1015051.39,45.58,2.86,157.58,8.03,0
2021-03-14,Texas,863995.57,52.94,2.82,163.2,9.68,0
2021-03-14,Virginia,609847.11,51.52,2.82,167.4,8.99,0
2021-03-15,California,1423921.89,47.93,2.86,150.72,8.84,0
2021-03-15,Florida,2387986.82,51.8,2.72,200.75,7.55,0
2021-03-15,Ohio,1788362.48,45.58,2.86,157.58,8.03,0
2021-03-15,Texas,1719704.07,52.94,2.82,163.2,9.68,0
2021-03-15,Virginia,1465785.8,51.52,2.82,167.41,8.99,0
2021-03-16,California,2079056.69,47.93,2.86,150.71,8.84,0
2021-03-16,Florida,639398.86,51.8,2.72,200.75,7.55,0
2021-03-16,Ohio,2041328.16,45.58,2.86,157.58,8.03,0
2021-03-16,Texas,418158.18,52.94,2.82,163.2,9.68,0
2021-03-16,Virginia,806656.86,51.53,2.82,167.4,8.99,0
2021-03-17,California,2691528.18,47.93,2.86,150.71,8.84,0
2021-03-17,Florida,1665207.95,51.8,2.72,200.75,7.55,0
2021-03-17,Ohio,721598.41,45.58,2.86,157.58,8.03,0
2021-03-17,Texas,1171030.77,52.94,2.82,163.2,9.68,0
2021-03-17,Virginia,724249.46,51.53,2.82,167.4,8.99,0
2021-03-18,California,1312564.91,47.93,2.86,150.71,8.84,0
2021-03-18,Florida,893998.17,51.8,2.72,200.76,7.55,0
2021-03-18,Ohio,2084490.19,45.58,2.86,157.59,8.03,0
2021-03-18,Texas,778018.94,52.94,2.82,163.2,9.68,0
2021-03-18,Virginia,757135.82,51.53,2.82,167.4,8.99,0
2021-03-19,California,869766.1,47.93,2.86,150.72,8.84,0
2021-03-19,Florida,1148457.69,51.8,2.72,200.76,7.55,0
2021-03-19,Ohio,1483504.54,45.58,2.86,157.59,8.03,0
2021-03-19,Texas,1485891.83,52.94,2.82,163.19,9.68,0
2021-03-19,Virginia,1096854.62,51.53,2.82,167.4,8.99,0
2021-03-20,California,1612183.27,47.93,2.86,150.71,8.84,0
2021-03-20,Florida,2034065.79,51.8,2.72,200.75,7.55,0
2021-03-20,Ohio,1558978.67,45.58,2.86,157.59,8.03,0
2021-03-20,Texas,898345.48,52.94,2.82,163.2,9.68,0
2021-03-20,Virginia,767025.97,51.52,2.82,167.4,8.99,0
2021-03-21,California,1182728.72,47.4,2.87,150.69,8.84,0
2021-03-21,Florida,1277824.57,47.5,2.73,200.6,7.55,0
2021-03-21,Ohio,1022350.49,45.63,2.87,157.56,8.03,0
2021-03-21,Texas,1089909.71,51.51,2.82,163.14,9.68,0
2021-03-21,Virginia,1165885.24,50.32,2.83,167.33,8.99,0
2021-03-22,California,1626803.87,47.4,2.87,150.68,8.84,0
2021-03-22,Florida,854391.86,47.5,2.73,200.6,7.55,0
2021-03-22,Ohio,1197494.82,45.63,2.87,157.55,8.03,0
2021-03-22,Texas,1392434.36,51.51,2.82,163.14,9.68,0
2021-03-22,Virginia,671184.65,50.32,2.83,167.33,8.99,0
2021-03-23,California,1272124.57,47.4,2.87,150.69,8.84,0
2021-03-23,Florida,868670.67,47.5,2.73,200.59,7.55,0
2021-03-23,Ohio,2653702.94,45.63,2.87,157.55,8.03,0
2021-03-23,Texas,899464.27,51.51,2.82,163.14,9.68,0
2021-03-23,Virginia,589884.26,50.32,2.83,167.33,8.99,0
2021-03-24,California,1626684.01,47.4,2.87,150.68,8.84,0
2021-03-24,Florida,1203625.52,47.5,2.73,200.6,7.55,0
2021-03-24,Ohio,1209815.38,45.63,2.87,157.54,8.03,0
2021-03-24,Texas,1254814.87,51.51,2.82,163.14,9.68,0
2021-03-24,Virginia,813431.51,50.32,2.83,167.32,8.99,0
2021-03-25,California,1210762.35,47.4,2.87,150.69,8.84,0
2021-03-25,Florida,1842788.36,47.5,2.73,200.6,7.55,0
2021-03-25,Ohio,1270329.11,45.63,2.87,157.55,8.03,0
2021-03-25,Texas,1094724.39,51.51,2.82,163.14,9.68,0
2021-03-25,Virginia,1535026.17,50.32,2.83,167.32,8.99,0
2021-03-26,California,2023399.02,47.4,2.87,150.69,8.84,0
2021-03-26,Florida,1446486.26,47.5,2.73,200.6,7.55,0
2021-03-26,Ohio,2032435.23,45.63,2.87,157.55,8.03,0
2021-03-26,Texas,533874.83,51.52,2.82,163.13,9.68,0
2021-03-26,Virginia,638706.98,50.32,2.83,167.33,8.99,0
2021-03-27,California,2071852.69,47.4,2.87,150.69,8.84,0
2021-03-27,Florida,1300862.72,47.5,2.73,200.59,7.55,0
2021-03-27,Ohio,1630239.86,45.63,2.87,157.55,8.03,0
2021-03-27,Texas,908121.38,51.52,2.82,163.14,9.68,0
2021-03-27,Virginia,721125.42,50.32,2.83,167.33,8.99,0
2021-03-28,California,2368575.05,49.29,2.88,150.66,8.77,0
2021-03-28,Florida,1937995.23,59.07,2.72,200.44,7.38,0
2021-03-28,Ohio,3387290.43,46.85,2.87,157.52,7.85,0
2021-03-28,Texas,1052318.14,56.5,2.83,163.09,9.62,0
2021-03-28,Virginia,1076345.82,53.89,2.84,167.25,8.87,0
2021-03-29,California,2052045.08,49.29,2.88,150.66,8.77,0
2021-03-29,Florida,1630329.56,59.07,2.72,200.44,7.38,0
2021-03-29,Ohio,2666272.88,46.86,2.87,157.51,7.85,0
2021-03-29,Texas,1665373.78,56.5,2.83,163.08,9.62,0
2021-03-29,Virginia,1193065.79,53.89,2.84,167.26,8.87,0
2021-03-30,California,1638620.52,49.29,2.88,150.66,8.77,0
2021-03-30,Florida,886911.78,59.07,2.72,200.44,7.38,0
2021-03-30,Ohio,1373671.51,46.85,2.87,157.52,7.85,0
2021-03-30,Texas,535504.92,56.5,2.83,163.08,9.62,0
2021-03-30,Virginia,1314013.73,53.89,2.84,167.26,8.87,0
2021-03-31,California,1821846.6,49.29,2.88,150.66,8.77,0
2021-03-31,Florida,846900.09,59.07,2.72,200.44,7.38,0
2021-03-31,Ohio,1779233.87,46.85,2.87,157.52,7.85,0
2021-03-31,Texas,1615042.01,56.5,2.83,163.08,9.62,0
2021-03-31,Virginia,755903.89,53.89,2.84,167.26,8.87,0
2021-04-01,California,1629696.22,49.29,2.88,150.66,8.77,0
2021-04-01,Florida,1463355.58,59.07,2.72,200.43,7.38,0
2021-04-01,Ohio,1468035.2,46.85,2.87,157.52,7.85,0
2021-04-01,Texas,1069739.97,56.5,2.83,163.08,9.62,0
2021-04-01,Virginia,992519.44,53.89,2.84,167.26,8.87,0
2021-04-02,California,1516994.27,49.29,2.88,150.66,8.77,0
2021-04-02,Florida,1265370.9,59.07,2.72,200.44,7.38,0
2021-04-02,Ohio,985744.96,46.85,2.87,157.51,7.85,0
2021-04-02,Texas,1074941.45,56.5,2.83,163.09,9.62,0
2021-04-02,Virginia,726195.18,53.89,2.84,167.26,8.87,0
2021-04-03,California,1518622.87,49.29,2.88,150.65,8.77,0
2021-04-03,Florida,2155426.68,59.07,2.72,200.43,7.38,0
2021-04-03,Ohio,1260359.16,46.85,2.87,157.52,7.85,0
2021-04-03,Texas,855078.52,56.5,2.83,163.08,9.62,0
2021-04-03,Virginia,844490.23,53.89,2.84,167.26,8.87,0
2021-04-04,California,1084484.8,53.83,2.9,150.63,8.77,0
2021-04-04,Florida,905857.0,60.31,2.77,200.28,7.38,0
2021-04-04,Ohio,1476338.71,59.62,2.89,157.48,7.85,0
2021-04-04,Texas,766497.79,60.39,2.85,163.03,9.62,0
2021-04-04,Virginia,1378955.34,57.96,2.86,167.18,8.87,0
2021-04-05,California,2478252.69,53.83,2.9,150.62,8.77,0
2021-04-05,Florida,2755809.2,60.31,2.77,200.28,7.38,0
2021-04-05,Ohio,1555843.86,59.61,2.89,157.48,7.85,0
2021-04-05,Texas,1106775.68,60.39,2.85,163.02,9.62,0
2021-04-05,Virginia,533207.51,57.96,2.86,167.18,8.87,0
2021-04-06,California,1768111.93,53.83,2.9,150.63,8.77,0
2021-04-06,Florida,836891.71,60.3,2.77,200.28,7.38,0
2021-04-06,Ohio,2070325.44,59.62,2.89,157.48,7.85,0
2021-04-06,Texas,800970.46,60.39,2.85,163.02,9.62,0
2021-04-06,Virginia,722004.67,57.96,2.86,167.18,8.87,0
2021-04-07,California,1491248.96,53.83,2.9,150.62,8.77,0
2021-04-07,Florida,1573202.63,60.3,2.77,200.28,7.38,0
2021-04-07,Ohio,1738076.72,59.62,2.89,157.47,7.85,0
2021-04-07,Texas,1079558.49,60.39,2.85,163.03,9.62,0
2021-04-07,Virginia,897214.49,57.96,2.86,167.19,8.87,0
2021-04-08,California,1487955.23,53.83,2.9,150.62,8.77,0
2021-04-08,Florida,777738.55,60.31,2.77,200.28,7.38,0
2021-04-08,Ohio,2391867.41,59.62,2.89,157.48,7.85,0
2021-04-08,Texas,850012.45,60.39,2.85,163.03,9.62,0
2021-04-08,Virginia,1522456.81,57.96,2.86,167.18,8.87,0
2021-04-09,California,1331242.15,53.83,2.9,150.63,8.77,0
2021-04-09,Florida,834416.39,60.31,2.77,200.28,7.38,0
2021-04-09,Ohio,1124861.64,59.62,2.89,157.48,7.85,0
2021-04-09,Texas,1558955.01,60.39,2.85,163.02,9.62,0
2021-04-09,Virginia,847030.13,57.96,2.86,167.18,8.87,0
2021-04-10,California,2071788.73,53.83,2.9,150.62,8.77,0
2021-04-10,Florida,1975399.05,60.31,2.77,200.28,7.38,0
2021-04-10,Ohio,1259218.52,59.62,2.89,157.48,7.85,0
2021-04-10,Texas,1662843.97,60.39,2.85,163.02,9.62,0
2021-04-10,Virginia,649876.3,57.96,2.86,167.18,8.87,0
2021-04-11,California,2424612.89,55.33,2.94,150.59,8.77,0
2021-04-11,Florida,1295189.93,62.13,2.8,200.16,7.38,0
2021-04-11,Ohio,520184.26,51.46,2.92,157.47,7.85,0
2021-04-11,Texas,599267.51,62.07,2.89,162.97,9.62,0
2021-04-11,Virginia,585011.14,59.11,2.9,167.12,8.87,0
2021-04-12,California,1596614.16,55.33,2.94,150.59,8.77,0
2021-04-12,Florida,2157360.54,62.14,2.81,200.16,7.38,0
2021-04-12,Ohio,1995185.66,51.46,2.92,157.46,7.85,0
2021-04-12,Texas,1218661.67,62.07,2.88,162.97,9.62,0
2021-04-12,Virginia,487065.36,59.11,2.9,167.12,8.87,0
2021-04-13,California,1008112.42,55.33,2.94,150.6,8.77,0
2021-04-13,Florida,765137.67,62.14,2.8,200.16,7.38,0
2021-04-13,Ohio,1628511.66,51.46,2.92,157.46,7.85,0
2021-04-13,Texas,1203963.69,62.07,2.88,162.96,9.62,0
2021-04-13,Virginia,1977763.95,59.11,2.9,167.12,8.87,0
2021-04-14,California,2852361.33,55.33,2.94,150.59,8.77,0
2021-04-14,Florida,2319965.92,62.13,2.81,200.17,7.38,0
2021-04-14,Ohio,1112275.4,51.46,2.92,157.47,7.85,0
2021-04-14,Texas,1421567.93,62.07,2.89,162.97,9.62,0
2021-04-14,Virginia,1041312.12,59.11,2.9,167.12,8.87,0
2021-04-15,California,951536.84,55.33,2.94,150.59,8.77,0
2021-04-15,Florida,997171.36,62.14,2.81,200.17,7.38,0
2021-04-15,Ohio,1873977.54,51.46,2.92,157.47,7.85,0
2021-04-15,Texas,1366742.86,62.07,2.89,162.96,9.62,0
2021-04-15,Virginia,900846.84,59.11,2.9,167.12,8.87,0
2021-04-16,California,949722.15,55.33,2.93,150.59,8.77,0
2021-04-16,Florida,936024.77,62.13,2.8,200.16,7.38,0
2021-04-16,Ohio,2351788.88,51.46,2.92,157.47,7.85,0
2021-04-16,Texas,649755.99,62.07,2.89,162.97,9.62,0
2021-04-16,Virginia,685734.89,59.11,2.9,167.13,8.87,0
2021-04-17,California,1236809.0,55.33,2.93,150.59,8.77,0
2021-04-17,Florida,678293.68,62.14,2.8,200.16,7.38,0
2021-04-17,Ohio,1716662.44,51.46,2.92,157.46,7.85,0
2021-04-17,Texas,1037958.87,62.07,2.88,162.97,9.62,0
2021-04-17,Virginia,640515.84,59.11,2.9,167.12,8.87,0
2021-04-18,California,2165050.02,55.83,2.93,150.55,8.77,0
2021-04-18,Florida,1027508.83,60.49,2.79,200.11,7.38,0
2021-04-18,Ohio,1901310.32,49.99,2.93,157.48,7.85,0
2021-04-18,Texas,838916.28,60.29,2.87,162.93,9.62,0
2021-04-18,Virginia,713960.33,58.85,2.89,167.07,8.87,0
2021-04-19,California,1396205.71,55.83,2.93,150.55,8.77,0
2021-04-19,Florida,1306576.84,60.48,2.8,200.11,7.38,0
2021-04-19,Ohio,1893249.04,50.0,2.93,157.48,7.85,0
2021-04-19,Texas,1503448.6,60.29,2.87,162.92,9.62,0
2021-04-19,Virginia,1662547.18,58.85,2.89,167.08,8.87,0
2021-04-20,California,1352037.14,55.83,2.93,150.55,8.77,0
2021-04-20,Florida,830926.42,60.48,2.8,200.11,7.38,0
2021-04-20,Ohio,993981.81,49.99,2.93,157.48,7.85,0
2021-04-20,Texas,836188.61,60.29,2.87,162.93,9.62,0
2021-04-20,Virginia,510529.46,58.85,2.89,167.07,8.87,0
2021-04-21,California,1933401.01,55.83,2.93,150.55,8.77,0
2021-04-21,Florida,1781612.44,60.49,2.79,200.1,7.38,0
2021-04-21,Ohio,1294260.73,50.0,2.93,157.47,7.85,0
2021-04-21,Texas,893417.16,60.29,2.87,162.92,9.62,0
2021-04-21,Virginia,993132.22,58.85,2.89,167.07,8.87,0
