Date,Weekly_Sales,Temperature,Fuel_Price,CPI,Unemployment,Holiday_Flag,Anomaly,Sales_Amount_Upper,Sales_Amount_Lower,State
2023-04-28,9370495.06,68.85,3.83,210.31,6.23,0,0,11193908.67,9133281.43,Florida
2023-05-05,10138472.85,73.89,3.77,210.34,6.23,0,0,10711320.49,8650693.24,Florida
2023-05-12,9912308.36,69.0,3.71,210.38,6.23,0,0,10853345.27,8792718.03,Florida
2023-05-19,10025809.65,67.38,3.65,210.39,6.23,0,0,11449156.63,9388529.38,Florida
2023-05-26,9956985.71,74.95,3.59,210.39,6.23,0,0,11152290.42,9091663.18,Florida
2023-06-02,10290493.41,76.56,3.53,210.38,6.23,0,0,11024075.94,8963448.69,Florida
2023-06-09,10591674.71,77.17,3.48,210.38,6.23,0,0,11307829.69,9247202.45,Florida
2023-06-16,10387894.96,78.66,3.43,210.39,6.23,0,0,11438679.05,9378051.8,Florida
2023-06-23,10124658.0,78.79,3.39,210.42,6.23,0,0,11181405.49,9120778.25,Florida
2023-06-30,10078721.75,84.09,3.33,210.45,6.23,0,0,11235791.6,9175164.36,Florida
2023-07-07,10985279.63,80.52,3.27,210.49,5.97,0,0,11531460.87,9470833.62,Florida
2023-07-14,9899777.32,78.06,3.29,210.52,5.97,0,0,11067428.83,9006801.59,Florida
2023-07-21,9910348.18,79.22,3.34,210.54,5.97,0,0,10935498.91,8874871.67,Florida
2023-07-28,9475689.58,82.07,3.42,210.55,5.97,0,0,11203608.21,9142980.96,Florida
2023-08-04,10235134.03,84.26,3.42,210.57,5.97,0,0,11035048.98,8974421.74,Florida
2023-08-11,10084835.11,83.61,3.49,210.58,5.97,0,0,10811801.67,8751174.42,Florida
2023-08-18,10135623.95,82.3,3.57,210.65,5.97,0,0,10954509.36,8893882.11,Florida
2023-08-25,9848889.53,75.86,3.61,210.76,5.97,0,0,11410329.94,9349702.7,Florida
2023-09-01,10080752.64,78.79,3.63,210.87,5.97,0,0,10866627.23,8805999.98,Florida
2023-09-08,10148453.98,82.0,3.71,210.98,5.97,1,0,10614962.34,8554335.09,Florida
2023-09-15,9480763.72,71.65,3.71,211.1,5.97,0,0,10894531.89,8833904.65,Florida
2023-09-22,9524678.34,68.14,3.73,211.29,5.97,0,0,10880162.94,8819535.7,Florida
2023-09-29,9206867.44,73.27,3.68,211.47,5.97,0,0,10560500.97,8499873.72,Florida
2023-10-06,10272747.97,65.9,3.64,211.66,5.67,0,0,10586709.91,8526082.67,Florida
2023-10-13,9791831.37,59.96,3.62,211.85,5.67,0,0,11054706.31,8994079.07,Florida
2023-10-20,9586825.29,65.2,3.61,211.89,5.67,0,0,10619124.44,8558497.2,Florida
2021-02-05,12535669.5,32.53,2.77,150.5,8.84,0,0,13672907.31,11591637.96,California
2021-02-12,11788052.22,32.71,2.75,150.58,8.84,1,0,12967716.55,10886447.2,California
2021-02-19,11969069.14,37.0,2.73,150.62,8.84,0,0,12691307.91,10610038.55,California
2021-02-26,11131071.1,35.52,2.73,150.66,8.84,0,0,12804766.72,10723497.37,California
2021-03-05,11680802.02,41.1,2.77,150.69,8.84,0,0,12610512.8,10529243.45,California
2021-03-12,11207874.99,43.57,2.82,150.73,8.84,0,0,12206118.36,10124849.01,California
2021-03-19,11166744.6,47.93,2.86,150.71,8.84,0,0,12399657.6,10318388.25,California
2021-03-26,11014355.21,47.4,2.87,150.68,8.84,0,0,13004073.06,10922803.71,California
2021-04-02,12546400.59,49.29,2.88,150.66,8.77,0,1,12363484.57,10282215.22,California
2021-04-09,11713084.5,53.83,2.9,150.63,8.77,0,0,12200699.73,10119430.38,California
2021-04-16,11019768.8,55.33,2.94,150.59,8.77,0,0,12597793.93,10516524.58,California
2021-04-23,11278150.42,55.83,2.93,150.55,8.77,0,0,12613602.85,10532333.5,California
2021-04-30,10675447.12,54.61,2.95,150.51,8.77,0,0,11882762.26,9801492.91,California
2021-05-07,11783267.41,59.83,2.98,150.46,8.77,0,0,12094166.69,10012897.34,California
2021-05-14,10963480.76,56.66,2.99,150.43,8.77,0,0,12871814.85,10790545.5,California
2021-05-21,11019625.93,63.61,2.97,150.49,8.77,0,0,12341052.52,10259783.17,California
2021-05-28,11582156.16,65.18,2.92,150.55,8.77,0,0,12391572.47,10310303.12,California
2021-06-04,12121095.46,69.72,2.86,150.6,8.77,0,0,12665618.47,10584349.12,California
2021-06-11,11644281.9,71.46,2.85,150.66,8.77,0,0,12835388.88,10754119.53,California
2021-06-18,11636152.83,68.76,2.83,150.67,8.77,0,0,12379079.17,10297809.82,California
2021-06-25,11538452.84,76.12,2.86,150.67,8.77,0,0,12570233.41,10488964.06,California
2021-07-02,11990336.7,77.13,2.86,150.66,8.71,0,0,13038005.13,10956735.78,California
2021-07-09,11414567.43,77.72,2.86,150.66,8.71,0,0,12357620.06,10276350.71,California
2021-07-16,11309476.49,79.18,2.83,150.67,8.71,0,0,12274787.31,10193517.96,California
2021-07-23,11053287.03,80.58,2.84,150.71,8.71,0,0,12537897.93,10456628.58,California
2021-07-30,10963054.22,79.09,2.83,150.74,8.71,0,0,12491035.67,10409766.32,California
2021-08-06,11663389.62,78.71,2.85,150.78,8.71,0,0,11950459.48,9869190.13,California
2021-08-13,11217090.57,76.88,2.87,150.82,8.71,0,0,12199626.91,10118357.56,California
2021-08-20,11500763.98,77.5,2.85,150.83,8.71,0,0,12842410.63,10761141.28,California
2021-08-27,11219643.61,75.04,2.85,150.84,8.71,0,0,12193715.65,10112446.3,California
2021-09-03,11442889.11,73.38,2.84,150.85,8.71,0,0,11887395.92,9806126.57,California
2021-09-10,11210562.59,69.91,2.82,150.86,8.71,1,0,12038219.07,9956949.72,California
2021-09-17,10503657.14,68.71,2.83,150.89,8.71,0,0,11977937.62,9896668.27,California
2021-09-24,10126217.56,69.51,2.81,150.94,8.71,0,0,11351253.38,9269984.03,California
2021-10-01,10109716.09,70.28,2.81,150.98,8.74,0,0,11448141.48,9366872.13,California
2021-10-08,10917256.93,61.82,2.83,151.02,8.74,0,0,12003826.1,9922556.75,California
2021-10-15,10421963.41,58.78,2.89,151.07,8.74,0,0,11491080.4,9409811.05,California
2021-10-22,10510346.42,56.4,2.9,151.12,8.74,0,0,11552362.84,9471093.49,California
2021-10-29,10758144.47,55.23,2.91,151.17,8.74,0,0,11977806.39,9896537.04,California
2021-11-05,10995905.02,51.26,2.9,151.23,8.74,0,0,12786666.51,10705397.15,California
2021-11-12,11162260.7,47.18,2.93,151.28,8.74,0,0,12563245.73,10481976.38,California
2021-11-19,10924684.32,46.73,2.95,151.27,8.74,0,1,13285629.09,11204359.74,California
2021-11-26,16417740.87,41.25,2.97,151.25,8.74,1,1,14619925.93,12538656.58,California
2021-12-03,12447127.45,37.37,2.94,151.22,8.74,0,1,15458579.15,13377309.8,California
2021-12-10,13956270.61,38.27,3.0,151.2,8.74,0,0,15164802.15,13083532.8,California
2021-12-17,15756011.82,37.35,3.03,151.24,8.74,0,1,15414985.93,13333716.58,California
2021-12-24,20947945.39,38.46,3.05,151.31,8.74,0,1,14461835.77,12380566.42,California
2021-12-31,9712887.72,33.32,3.06,151.39,8.74,1,1,13567795.66,11486526.31,California
2022-01-07,10512834.24,29.56,3.11,151.47,8.52,0,1,13154447.83,11073178.48,California
2022-01-14,9584152.81,28.9,3.12,151.55,8.52,0,1,13122332.91,11041063.56,California
2022-01-21,9777956.19,36.31,3.14,151.72,8.52,0,0,11193966.31,9112696.96,California
2022-01-28,9452076.43,31.99,3.15,151.88,8.52,0,0,11421097.75,9339828.4,California
2022-02-04,11188996.87,28.41,3.17,152.04,8.52,0,0,11777119.25,9695849.9,California
2022-02-11,11530846.99,31.52,3.2,152.2,8.52,1,0,12047679.43,9966410.08,California
2022-02-18,11909873.83,41.87,3.22,152.35,8.52,0,1,11681826.13,9600556.78,California
2022-02-25,10841848.19,37.47,3.26,152.5,8.52,0,0,12110814.99,10029545.64,California
2022-03-04,11316537.19,40.08,3.42,152.65,8.52,0,0,12619151.24,10537881.89,California
2022-03-11,10806092.57,45.11,3.54,152.8,8.52,0,0,11897602.63,9816333.28,California
2022-03-18,10844239.09,49.8,3.59,152.93,8.52,0,0,11677867.23,9596597.88,California
2022-03-25,10405140.09,45.93,3.6,153.06,8.52,0,0,11989560.92,9908291.57,California
2022-04-01,10561474.54,46.74,3.62,153.19,8.36,0,0,12107460.21,10026190.86,California
2022-04-08,10978792.09,51.55,3.71,153.31,8.36,0,0,11589911.54,9508642.19,California
2022-04-15,10860567.44,51.54,3.8,153.43,8.36,0,0,11881963.83,9800694.48,California
2022-04-22,11980295.3,55.25,3.85,153.51,8.36,0,0,12563806.82,10482537.47,California
2022-04-29,10772361.35,58.2,3.91,153.59,8.36,0,0,11982499.94,9901230.59,California
2022-05-06,11277845.75,56.41,3.98,153.67,8.36,0,0,11885871.1,9804601.75,California
2022-05-13,10835830.55,60.75,4.0,153.76,8.36,0,0,12274981.82,10193712.47,California
2022-05-20,10573794.19,60.13,3.98,153.73,8.36,0,0,12208129.52,10126860.17,California
2022-05-27,10909456.28,65.77,3.92,153.71,8.36,0,0,11795417.18,9714147.82,California
2022-06-03,11421205.89,68.15,3.87,153.68,8.36,0,0,12020871.82,9939602.47,California
2022-06-10,11350792.31,70.45,3.85,153.66,8.36,0,0,12728147.73,10646878.38,California
2022-06-17,11472484.4,70.83,3.81,153.7,8.36,0,0,12248363.75,10167094.4,California
2022-06-24,11245268.93,73.3,3.77,153.78,8.36,0,0,12171228.48,10089959.13,California
2022-07-01,11444551.4,76.46,3.72,153.87,8.29,0,0,12410911.67,10329642.32,California
2022-07-08,11296774.14,78.07,3.67,153.95,8.29,0,0,12323456.63,10242187.28,California
2022-07-15,10976575.4,77.47,3.69,154.03,8.29,0,0,11813285.76,9732016.41,California
2022-07-22,10935851.67,80.25,3.72,154.1,8.29,0,0,12009873.88,9928604.53,California
2022-07-29,10577070.15,79.15,3.73,154.16,8.29,0,0,12606307.16,10525037.81,California
2022-08-05,11490397.78,78.01,3.76,154.23,8.29,0,0,12053335.01,9972065.66,California
2022-08-12,11010626.4,77.33,3.73,154.29,8.29,0,0,11888703.3,9807433.95,California
2022-08-19,11277373.86,77.15,3.69,154.35,8.29,0,0,12237486.92,10156217.57,California
2022-08-26,11507436.88,78.71,3.66,154.4,8.29,0,0,12260957.6,10179688.25,California
2022-09-02,10431219.52,76.99,3.69,154.45,8.29,0,0,11579799.61,9498530.26,California
2022-09-09,11214200.41,73.14,3.72,154.51,8.29,1,0,11667988.36,9586719.01,California
2022-09-16,10579828.0,68.8,3.73,154.59,8.29,0,0,12281753.09,10200483.74,California
2022-09-23,10311401.33,66.86,3.7,154.71,8.29,0,0,11570822.47,9489553.12,California
2022-09-30,10017188.32,71.31,3.68,154.83,8.29,0,0,11576953.88,9495684.53,California
2022-10-07,11231516.45,60.9,3.62,154.95,8.01,0,0,11886501.24,9805231.89,California
2022-10-14,10612390.39,59.77,3.59,155.06,8.01,0,0,12080961.0,9999691.65,California
2022-10-21,11081205.42,59.77,3.63,155.11,8.01,0,0,11789125.85,9707856.5,California
2022-10-28,11217895.34,54.12,3.62,155.16,8.01,0,0,12181554.81,10100285.46,California
2022-11-04,11779509.43,47.73,3.61,155.21,8.01,0,0,13564420.64,11483151.29,California
2022-11-11,11857664.76,44.41,3.57,155.26,8.01,0,0,13193303.14,11112033.79,California
2022-11-18,11153431.69,47.82,3.56,155.31,8.01,0,1,13506883.25,11425613.9,California
2022-11-25,16569366.73,46.54,3.52,155.37,8.01,1,1,14373579.27,12292309.92,California
2022-12-02,12096035.74,44.11,3.48,155.43,8.01,0,1,15506709.85,13425440.5,California
2022-12-09,13883332.21,35.52,3.44,155.49,8.01,0,0,14919272.11,12838002.76,California
2022-12-16,15121630.9,37.32,3.39,155.56,8.01,0,1,15112322.46,13031053.11,California
2022-12-23,19549886.57,36.15,3.35,155.67,8.01,0,1,14802641.39,12721372.04,California
2022-12-30,11334710.09,36.24,3.3,155.78,8.01,1,1,13927771.66,11846502.31,California
2023-01-06,10894024.73,38.89,3.32,155.88,7.74,0,1,13218823.67,11137554.31,California
2023-01-13,10059388.81,36.7,3.37,155.99,7.74,0,1,12942246.74,10860977.39,California
2023-01-20,10053415.42,35.98,3.39,156.06,7.74,0,0,11927128.45,9845859.1,California
2023-01-27,9527762.27,39.34,3.41,156.12,7.74,0,0,11559302.42,9478033.07,California
2023-02-03,11022455.87,40.75,3.43,156.19,7.74,0,0,11843738.02,9762468.67,California
2023-02-10,12282521.62,38.11,3.48,156.25,7.74,1,0,12652852.3,10571582.95,California
2023-02-17,12349037.38,39.69,3.52,156.34,7.74,0,1,12267519.15,10186249.8,California
2023-02-24,11274314.58,41.58,3.59,156.44,7.74,0,0,12447463.31,10366193.96,California
2023-03-03,11380978.28,40.32,3.67,156.55,7.74,0,0,12742307.41,10661038.06,California
2023-03-10,11437551.17,43.63,3.74,156.65,7.74,0,0,12570666.06,10489396.7,California
2023-03-17,11394437.41,52.09,3.84,156.74,7.74,0,0,12134711.11,10053441.76,California
2023-03-24,10923227.97,53.73,3.88,156.83,7.74,0,0,12380865.93,10299596.58,California
2023-03-31,10919495.27,54.15,3.96,156.91,7.74,0,0,12953496.48,10872227.13,California
2023-04-07,12886462.26,53.27,3.98,157.0,7.67,0,1,12239433.84,10158164.49,California
2023-04-14,11386638.92,54.99,4.02,157.08,7.67,0,0,12124272.65,10043003.3,California
2023-04-21,11047181.65,58.5,4.01,157.1,7.67,0,0,12482361.19,10401091.84,California
2023-04-28,10520580.48,62.26,3.99,157.12,7.67,0,0,12565800.45,10484531.1,California
2023-05-05,11195375.16,60.29,3.96,157.15,7.67,0,0,11852027.61,9770758.26,California
2023-05-12,11266711.16,62.37,3.94,157.17,7.67,0,0,12091021.97,10009752.62,California
2023-05-19,11342033.18,67.92,3.92,157.16,7.67,0,0,12838397.51,10757128.16,California
2023-05-26,11479161.88,69.38,3.89,157.13,7.67,0,0,12400295.69,10319026.34,California
2023-06-02,11448840.06,69.73,3.87,157.11,7.67,0,0,12311004.43,10229735.08,California
2023-06-09,11936599.93,70.1,3.81,157.08,7.67,0,0,12560597.24,10479327.89,California
2023-06-16,11535335.54,72.63,3.78,157.06,7.67,0,0,12656805.76,10575536.41,California
2023-06-23,11177402.39,76.71,3.72,157.07,7.67,0,0,12038362.57,9957093.22,California
2023-06-30,10850724.27,79.38,3.65,157.07,7.67,0,0,12189815.28,10108545.93,California
2023-07-07,11853955.92,79.09,3.58,157.08,7.51,0,0,12582536.79,10501267.44,California
2023-07-14,10739169.03,80.27,3.59,157.08,7.51,0,0,11937722.5,9856453.15,California
2023-07-21,10898249.68,77.64,3.58,157.09,7.51,0,0,11812021.16,9730751.81,California
2023-07-28,10343439.99,78.95,3.64,157.1,7.51,0,0,12143081.12,10061811.77,California
2023-08-04,11103103.32,78.42,3.61,157.11,7.51,0,0,12062936.18,9981666.83,California
2023-08-11,10904559.02,80.72,3.67,157.11,7.51,0,0,11575659.68,9494390.33,California
2023-08-18,11005007.41,78.13,3.76,157.16,7.51,0,0,11892000.4,9810731.05,California
2023-08-25,11131404.46,74.09,3.8,157.23,7.51,0,0,12513824.6,10432555.25,California
2023-09-01,10917343.05,76.81,3.8,157.3,7.51,0,0,11827064.74,9745795.39,California
2023-09-08,11501875.3,74.29,3.87,157.37,7.51,1,0,11647113.63,9565844.28,California
2023-09-15,10353998.9,69.37,3.89,157.44,7.51,0,0,11952660.19,9871390.84,California
2023-09-22,10377252.17,67.48,3.96,157.54,7.51,0,0,11905109.23,9823839.88,California
2023-09-29,10251967.26,66.18,3.91,157.64,7.51,0,0,11357766.53,9276497.18,California
2023-10-06,10980696.74,65.01,3.92,157.74,7.23,0,0,11482542.64,9401273.29,California
2023-10-13,10637010.88,57.27,4.01,157.84,7.23,0,0,12161508.39,10080239.04,California
2023-10-20,10675053.63,57.47,3.99,157.86,7.23,0,0,11633769.63,9552500.28,California
2021-02-05,12079731.73,22.87,2.82,157.34,8.03,0,0,13664512.65,10813644.86,Ohio
2021-02-12,11616960.55,24.84,2.8,157.43,8.03,1,0,12939247.48,10088379.69,Ohio
2021-02-19,11858906.81,29.19,2.77,157.48,8.03,0,0,12707399.35,9856531.56,Ohio
2021-02-26,10153090.97,33.68,2.78,157.52,8.03,0,0,12682625.9,9831758.11,Ohio
